"country_name","genres","n"
"Paraguay","Short",2
"Paraguay","Sport",8
"Paraguay","Talk-Show",7
"Paraguay","Thriller",78
"Paraguay","War",4
"Peru","Action",169
"Peru","Adult",3
"Peru","Adventure",124
"Peru","Animation",69
"Peru","Biography",3
"Peru","Comedy",189
"Peru","Crime",109
"Peru","Documentary",8
"Peru","Drama",304
"Peru","Family",16
"Peru","Fantasy",30
"Peru","History",2
"Peru","Horror",28
"Peru","Music",20
"Peru","Mystery",44
"Peru","Reality-TV",5
"Peru","Romance",110
"Peru","Sci-Fi",27
"Peru","Short",1
"Peru","Sport",6
"Peru","Talk-Show",5
"Peru","Thriller",69
"Peru","War",4
"Philippines","Action",215
"Philippines","Adult",2
"Philippines","Adventure",101
"Philippines","Animation",32
"Philippines","Biography",8
"Philippines","Comedy",169
"Philippines","Crime",108
"Philippines","Documentary",14
"Philippines","Drama",320
"Philippines","Family",31
"Philippines","Fantasy",37
"Philippines","History",6
"Philippines","Horror",49
"Philippines","Music",2
"Philippines","Musical",2
"Philippines","Mystery",64
"Philippines","News",2
"Philippines","Reality-TV",3
"Philippines","Romance",117
"Philippines","Sci-Fi",59
"Philippines","Short",2
"Philippines","Sport",3
"Philippines","Talk-Show",5
"Philippines","Thriller",78
"Philippines","War",4
"Poland","Action",157
"Poland","Adult",4
"Poland","Adventure",173
"Poland","Animation",105
"Poland","Biography",9
"Poland","Comedy",208
"Poland","Crime",138
"Poland","Documentary",15
"Poland","Drama",300
"Poland","Family",23
"Poland","Fantasy",39
"Poland","Game-Show",3
"Poland","History",3
"Poland","Horror",38
"Poland","Music",4
"Poland","Mystery",50
"Poland","Reality-TV",11
"Poland","Romance",76
"Poland","Sci-Fi",21
"Poland","Sport",13
"Poland","Talk-Show",10
"Poland","Thriller",80
"Poland","War",5
"Portugal","Action",164
"Portugal","Adult",9
"Portugal","Adventure",127
"Portugal","Animation",36
"Portugal","Biography",7
"Portugal","Comedy",188
"Portugal","Crime",111
"Portugal","Documentary",15
"Portugal","Drama",324
"Portugal","Family",46
"Portugal","Fantasy",28
"Portugal","Game-Show",9
"Portugal","History",3
"Portugal","Horror",28
"Portugal","Music",35
"Portugal","Musical",21
"Portugal","Mystery",37
"Portugal","Reality-TV",20
"Portugal","Romance",95
"Portugal","Sci-Fi",15
"Portugal","Short",2
"Portugal","Sport",12
"Portugal","Talk-Show",7
"Portugal","Thriller",67
"Portugal","War",7
"Qatar","Action",203
"Qatar","Adult",3
"Qatar","Adventure",115
"Qatar","Animation",31
"Qatar","Biography",16
"Qatar","Comedy",154
"Qatar","Crime",127
"Qatar","Documentary",15
"Qatar","Drama",340
"Qatar","Family",20
"Qatar","Fantasy",43
"Qatar","Game-Show",11
"Qatar","History",6
"Qatar","Horror",37
"Qatar","Music",1
"Qatar","Mystery",50
"Qatar","Reality-TV",21
"Qatar","Romance",107
"Qatar","Sci-Fi",26
"Qatar","Short",2
"Qatar","Sport",8
"Qatar","Talk-Show",10
"Qatar","Thriller",82
"Qatar","War",5
"Romania","Action",173
"Romania","Adult",6
"Romania","Adventure",107
"Romania","Animation",25
"Romania","Biography",12
"Romania","Comedy",161
"Romania","Crime",148
"Romania","Documentary",18
"Romania","Drama",353
"Romania","Family",27
"Romania","Fantasy",40
"Romania","Game-Show",9
"Romania","History",5
"Romania","Horror",34
"Romania","Music",4
"Romania","Mystery",69
"Romania","Reality-TV",20
"Romania","Romance",102
"Romania","Sci-Fi",16
"Romania","Short",3
"Romania","Sport",12
"Romania","Talk-Show",9
"Romania","Thriller",91
"Romania","War",6
"Russia","Action",254
"Russia","Adult",7
"Russia","Adventure",137
"Russia","Animation",57
"Russia","Biography",5
"Russia","Comedy",186
"Russia","Crime",206
"Russia","Documentary",10
"Russia","Drama",339
"Russia","Family",30
"Russia","Fantasy",35
"Russia","Horror",31
"Russia","Music",2
"Russia","Musical",1
"Russia","Mystery",49
"Russia","Reality-TV",5
"Russia","Romance",57
"Russia","Sci-Fi",22
"Russia","Short",2
"Russia","Sport",9
"Russia","Talk-Show",12
"Russia","Thriller",67
"Russia","War",2
"Réunion","Action",220
"Réunion","Adult",3
"Réunion","Adventure",137
"Réunion","Animation",59
"Réunion","Biography",6
"Réunion","Comedy",171
"Réunion","Crime",121
"Réunion","Documentary",11
"Réunion","Drama",326
"Réunion","Family",26
"Réunion","Fantasy",52
"Réunion","Game-Show",4
"Réunion","Horror",47
"Réunion","Music",36
"Réunion","Mystery",42
"Réunion","Reality-TV",10
"Réunion","Romance",74
"Réunion","Sci-Fi",31
"Réunion","Short",2
"Réunion","Sport",9
"Réunion","Talk-Show",7
"Réunion","Thriller",69
"Réunion","War",1
"Saudi Arabia","Action",230
"Saudi Arabia","Adult",6
"Saudi Arabia","Adventure",94
"Saudi Arabia","Animation",42
"Saudi Arabia","Biography",9
"Saudi Arabia","Comedy",148
"Saudi Arabia","Crime",159
"Saudi Arabia","Documentary",6
"Saudi Arabia","Drama",338
"Saudi Arabia","Family",23
"Saudi Arabia","Fantasy",30
"Saudi Arabia","Game-Show",4
"Saudi Arabia","History",2
"Saudi Arabia","Horror",48
"Saudi Arabia","Music",2
"Saudi Arabia","Musical",1
"Saudi Arabia","Mystery",53
"Saudi Arabia","Reality-TV",10
"Saudi Arabia","Romance",73
"Saudi Arabia","Sci-Fi",25
"Saudi Arabia","Short",4
"Saudi Arabia","Sport",6
"Saudi Arabia","Talk-Show",11
"Saudi Arabia","Thriller",94
"Saudi Arabia","War",6
"Saudi Arabia","Western",1
"Serbia","Action",206
"Serbia","Adult",7
"Serbia","Adventure",114
"Serbia","Animation",37
"Serbia","Biography",6
"Serbia","Comedy",188
"Serbia","Crime",147
"Serbia","Documentary",13
"Serbia","Drama",315
"Serbia","Family",25
"Serbia","Fantasy",28
"Serbia","Game-Show",7
"Serbia","History",2
"Serbia","Horror",29
"Serbia","Music",6
"Serbia","Mystery",45
"Serbia","Reality-TV",20
"Serbia","Romance",95
"Serbia","Sci-Fi",19
"Serbia","Short",1
"Serbia","Sport",11
"Serbia","Talk-Show",12
"Serbia","Thriller",83
"Serbia","War",5
"Singapore","Action",225
"Singapore","Adult",3
"Singapore","Adventure",100
"Singapore","Animation",29
"Singapore","Biography",8
"Singapore","Comedy",149
"Singapore","Crime",120
"Singapore","Documentary",15
"Singapore","Drama",333
"Singapore","Family",13
"Singapore","Fantasy",31
"Singapore","Game-Show",6
"Singapore","History",5
"Singapore","Horror",35
"Singapore","Music",4
"Singapore","Mystery",72
"Singapore","News",2
"Singapore","Reality-TV",22
"Singapore","Romance",103
"Singapore","Sci-Fi",54
"Singapore","Short",2
"Singapore","Sport",10
"Singapore","Talk-Show",6
"Singapore","Thriller",83
"Singapore","War",3
"Slovakia","Action",187
"Slovakia","Adult",8
"Slovakia","Adventure",147
"Slovakia","Animation",70
"Slovakia","Biography",19
"Slovakia","Comedy",192
"Slovakia","Crime",129
"Slovakia","Documentary",34
"Slovakia","Drama",298
"Slovakia","Family",30
"Slovakia","Fantasy",35
"Slovakia","Game-Show",12
"Slovakia","Horror",31
"Slovakia","Music",6
"Slovakia","Mystery",46
"Slovakia","Reality-TV",25
"Slovakia","Romance",81
"Slovakia","Sci-Fi",10
"Slovakia","Short",2
"Slovakia","Sport",15
"Slovakia","Talk-Show",11
"Slovakia","Thriller",53
"Slovakia","War",4
"Slovenia","Action",186
"Slovenia","Adult",8
"Slovenia","Adventure",119
"Slovenia","Animation",40
"Slovenia","Biography",9
"Slovenia","Comedy",194
"Slovenia","Crime",114
"Slovenia","Documentary",15
"Slovenia","Drama",264
"Slovenia","Family",29
"Slovenia","Fantasy",37
"Slovenia","Game-Show",11
"Slovenia","History",3
"Slovenia","Horror",31
"Slovenia","Music",5
"Slovenia","Mystery",38
"Slovenia","Reality-TV",27
"Slovenia","Romance",86
"Slovenia","Sci-Fi",27
"Slovenia","Short",1
"Slovenia","Sport",12
"Slovenia","Talk-Show",7
"Slovenia","Thriller",66
"Slovenia","War",4
"South Africa","Action",187
"South Africa","Adult",5
"South Africa","Adventure",106
"South Africa","Animation",45
"South Africa","Biography",14
"South Africa","Comedy",198
"South Africa","Crime",103
"South Africa","Documentary",17
"South Africa","Drama",313
"South Africa","Family",20
"South Africa","Fantasy",30
"South Africa","Game-Show",11
"South Africa","History",3
"South Africa","Horror",29
"South Africa","Music",3
"South Africa","Mystery",60
"South Africa","News",1
"South Africa","Reality-TV",30
"South Africa","Romance",106
"South Africa","Sci-Fi",48
"South Africa","Short",3
"South Africa","Sport",13
"South Africa","Talk-Show",14
"South Africa","Thriller",69
"South Africa","War",3
"South Korea","Action",183
"South Korea","Adult",6
"South Korea","Adventure",66
"South Korea","Animation",21
"South Korea","Biography",2
"South Korea","Comedy",177
"South Korea","Crime",82
"South Korea","Documentary",2
"South Korea","Drama",334
"South Korea","Family",10
"South Korea","Fantasy",39
"South Korea","History",6
"South Korea","Horror",32
"South Korea","Music",7
"South Korea","Mystery",43
"South Korea","Reality-TV",21
"South Korea","Romance",132
"South Korea","Sci-Fi",31
"South Korea","Short",2
"South Korea","Sport",7
"South Korea","Talk-Show",3
"South Korea","Thriller",83
"South Korea","War",5
"Spain","Action",169
"Spain","Adult",7
"Spain","Adventure",106
"Spain","Animation",30
"Spain","Biography",7
"Spain","Comedy",175
"Spain","Crime",139
"Spain","Documentary",16
"Spain","Drama",320
"Spain","Family",25
"Spain","Fantasy",33
"Spain","Game-Show",5
"Spain","History",5
"Spain","Horror",38
"Spain","Music",21
"Spain","Mystery",50
"Spain","Reality-TV",13
"Spain","Romance",96
"Spain","Sci-Fi",20
"Spain","Sport",12
"Spain","Talk-Show",9
"Spain","Thriller",61
"Spain","War",5
"Sri Lanka","Action",183
"Sri Lanka","Adult",3
"Sri Lanka","Adventure",72
"Sri Lanka","Animation",25
"Sri Lanka","Biography",6
"Sri Lanka","Comedy",175
"Sri Lanka","Crime",135
"Sri Lanka","Documentary",12
"Sri Lanka","Drama",362
"Sri Lanka","Family",24
"Sri Lanka","Fantasy",31
"Sri Lanka","Game-Show",7
"Sri Lanka","Horror",28
"Sri Lanka","Mystery",76
"Sri Lanka","News",2
"Sri Lanka","Reality-TV",14
"Sri Lanka","Romance",107
"Sri Lanka","Sci-Fi",39
"Sri Lanka","Short",3
"Sri Lanka","Sport",5
"Sri Lanka","Talk-Show",8
"Sri Lanka","Thriller",65
"Sri Lanka","War",5
"Sweden","Action",186
"Sweden","Adult",5
"Sweden","Adventure",131
"Sweden","Animation",55
"Sweden","Biography",18
"Sweden","Comedy",168
"Sweden","Crime",136
"Sweden","Documentary",22
"Sweden","Drama",337
"Sweden","Family",24
"Sweden","Fantasy",44
"Sweden","Game-Show",6
"Sweden","History",8
"Sweden","Horror",27
"Sweden","Music",6
"Sweden","Musical",1
"Sweden","Mystery",54
"Sweden","Reality-TV",22
"Sweden","Romance",84
"Sweden","Sci-Fi",23
"Sweden","Short",2
"Sweden","Sport",11
"Sweden","Talk-Show",8
"Sweden","Thriller",62
"Sweden","War",11
"Sweden","Western",1
"Switzerland","Action",182
"Switzerland","Adult",11
"Switzerland","Adventure",134
"Switzerland","Animation",31
"Switzerland","Biography",13
"Switzerland","Comedy",182
"Switzerland","Crime",146
"Switzerland","Documentary",21
"Switzerland","Drama",325
"Switzerland","Family",42
"Switzerland","Fantasy",54
"Switzerland","Game-Show",5
"Switzerland","History",2
"Switzerland","Horror",38
"Switzerland","Music",7
"Switzerland","Mystery",55
"Switzerland","Reality-TV",18
"Switzerland","Romance",83
"Switzerland","Sci-Fi",23
"Switzerland","Short",2
"Switzerland","Sport",14
"Switzerland","Talk-Show",11
"Switzerland","Thriller",64
"Switzerland","War",4
"Taiwan","Action",202
"Taiwan","Adult",3
"Taiwan","Adventure",98
"Taiwan","Animation",32
"Taiwan","Biography",12
"Taiwan","Comedy",158
"Taiwan","Crime",98
"Taiwan","Documentary",9
"Taiwan","Drama",363
"Taiwan","Family",14
"Taiwan","Fantasy",36
"Taiwan","Game-Show",1
"Taiwan","History",4
"Taiwan","Horror",33
"Taiwan","Music",3
"Taiwan","Mystery",77
"Taiwan","Reality-TV",1
"Taiwan","Romance",170
"Taiwan","Sci-Fi",52
"Taiwan","Short",2
"Taiwan","Sport",12
"Taiwan","Talk-Show",3
"Taiwan","Thriller",64
"Taiwan","War",3
"Thailand","Action",250
"Thailand","Adult",2
"Thailand","Adventure",152
"Thailand","Animation",48
"Thailand","Biography",5
"Thailand","Comedy",182
"Thailand","Crime",100
"Thailand","Documentary",5
"Thailand","Drama",295
"Thailand","Family",15
"Thailand","Fantasy",47
"Thailand","History",14
"Thailand","Horror",40
"Thailand","Music",5
"Thailand","Mystery",61
"Thailand","Romance",143
"Thailand","Sci-Fi",53
"Thailand","Short",2
"Thailand","Sport",1
"Thailand","Talk-Show",1
"Thailand","Thriller",81
"Thailand","War",3
"Thailand","Western",2
"Trinidad and Tobago","Action",186
"Trinidad and Tobago","Adult",6
"Trinidad and Tobago","Adventure",112
"Trinidad and Tobago","Animation",59
"Trinidad and Tobago","Biography",9
"Trinidad and Tobago","Comedy",162
"Trinidad and Tobago","Crime",126
"Trinidad and Tobago","Documentary",14
"Trinidad and Tobago","Drama",289
"Trinidad and Tobago","Family",25
"Trinidad and Tobago","Fantasy",36
"Trinidad and Tobago","Game-Show",7
"Trinidad and Tobago","History",2
"Trinidad and Tobago","Horror",31
"Trinidad and Tobago","Music",4
"Trinidad and Tobago","Mystery",53
"Trinidad and Tobago","Reality-TV",20
"Trinidad and Tobago","Romance",90
"Trinidad and Tobago","Sci-Fi",22
"Trinidad and Tobago","Short",3
"Trinidad and Tobago","Sport",7
"Trinidad and Tobago","Talk-Show",10
"Trinidad and Tobago","Thriller",101
"Trinidad and Tobago","War",5
"Trinidad and Tobago","Western",1
"Turkey","Action",214
"Turkey","Adult",4
"Turkey","Adventure",119
"Turkey","Animation",30
"Turkey","Biography",11
"Turkey","Comedy",172
"Turkey","Crime",147
"Turkey","Documentary",15
"Turkey","Drama",359
"Turkey","Family",25
"Turkey","Fantasy",57
"Turkey","Game-Show",3
"Turkey","History",1
"Turkey","Horror",48
"Turkey","Music",1
"Turkey","Musical",1
"Turkey","Mystery",54
"Turkey","News",2
"Turkey","Reality-TV",14
"Turkey","Romance",76
"Turkey","Sci-Fi",30
"Turkey","Sport",6
"Turkey","Talk-Show",14
"Turkey","Thriller",76
"Turkey","War",5
"Ukraine","Action",218
"Ukraine","Adult",8
"Ukraine","Adventure",142
"Ukraine","Animation",60
"Ukraine","Biography",7
"Ukraine","Comedy",194
"Ukraine","Crime",160
"Ukraine","Documentary",13
"Ukraine","Drama",320
"Ukraine","Family",30
"Ukraine","Fantasy",32
"Ukraine","Game-Show",2
"Ukraine","Horror",29
"Ukraine","Music",3
"Ukraine","Musical",1
"Ukraine","Mystery",43
"Ukraine","Reality-TV",8
"Ukraine","Romance",65
"Ukraine","Sci-Fi",24
"Ukraine","Short",2
"Ukraine","Sport",9
"Ukraine","Talk-Show",14
"Ukraine","Thriller",70
"Ukraine","War",2
"United Arab Emirates","Action",199
"United Arab Emirates","Adult",3
"United Arab Emirates","Adventure",115
"United Arab Emirates","Animation",38
"United Arab Emirates","Biography",19
"United Arab Emirates","Comedy",164
"United Arab Emirates","Crime",126
"United Arab Emirates","Documentary",16
"United Arab Emirates","Drama",340
"United Arab Emirates","Family",18
"United Arab Emirates","Fantasy",43
"United Arab Emirates","Game-Show",11
"United Arab Emirates","History",4
"United Arab Emirates","Horror",35
"United Arab Emirates","Music",1
"United Arab Emirates","Musical",1
"United Arab Emirates","Mystery",48
"United Arab Emirates","Reality-TV",24
"United Arab Emirates","Romance",113
"United Arab Emirates","Sci-Fi",25
"United Arab Emirates","Short",3
"United Arab Emirates","Sport",7
"United Arab Emirates","Talk-Show",9
"United Arab Emirates","Thriller",75
"United Arab Emirates","War",5
"United Kingdom","Action",171
"United Kingdom","Adult",8
"United Kingdom","Adventure",140
"United Kingdom","Animation",63
"United Kingdom","Biography",17
"United Kingdom","Comedy",211
"United Kingdom","Crime",103
"United Kingdom","Documentary",28
"United Kingdom","Drama",273
"United Kingdom","Family",30
"United Kingdom","Fantasy",39
"United Kingdom","Game-Show",5
"United Kingdom","History",3
"United Kingdom","Horror",31
"United Kingdom","Music",3
"United Kingdom","Musical",3
"United Kingdom","Mystery",38
"United Kingdom","News",1
"United Kingdom","Reality-TV",29
"United Kingdom","Romance",85
"United Kingdom","Sci-Fi",32
"United Kingdom","Short",7
"United Kingdom","Sport",11
"United Kingdom","Talk-Show",8
"United Kingdom","Thriller",65
"United Kingdom","War",5
"United Kingdom","Western",2
"United States","Action",147
"United States","Adult",6
"United States","Adventure",108
"United States","Animation",46
"United States","Biography",4
"United States","Comedy",159
"United States","Crime",103
"United States","Documentary",17
"United States","Drama",285
"United States","Family",39
"United States","Fantasy",30
"United States","Game-Show",6
"United States","History",5
"United States","Horror",35
"United States","Music",11
"United States","Mystery",52
"United States","Reality-TV",28
"United States","Romance",63
"United States","Sci-Fi",29
"United States","Short",3
"United States","Sport",25
"United States","Talk-Show",10
"United States","Thriller",56
"United States","War",3
"United States","Western",3
"Uruguay","Action",142
"Uruguay","Adult",3
"Uruguay","Adventure",109
"Uruguay","Animation",51
"Uruguay","Biography",13
"Uruguay","Comedy",162
"Uruguay","Crime",146
"Uruguay","Documentary",12
"Uruguay","Drama",360
"Uruguay","Family",19
"Uruguay","Fantasy",24
"Uruguay","Game-Show",1
"Uruguay","History",5
"Uruguay","Horror",40
"Uruguay","Music",36
"Uruguay","Mystery",63
"Uruguay","Reality-TV",5
"Uruguay","Romance",83
"Uruguay","Sci-Fi",16
"Uruguay","Short",2
"Uruguay","Sport",9
"Uruguay","Talk-Show",9
"Uruguay","Thriller",85
"Uruguay","War",5
"Uruguay","Western",1
"Venezuela","Action",143
"Venezuela","Adult",5
"Venezuela","Adventure",83
"Venezuela","Animation",42
"Venezuela","Biography",6
"Venezuela","Comedy",179
"Venezuela","Crime",123
"Venezuela","Documentary",11
"Venezuela","Drama",325
"Venezuela","Family",20
"Venezuela","Fantasy",16
"Venezuela","Horror",31
"Venezuela","Music",28
"Venezuela","Mystery",46
"Venezuela","Reality-TV",5
"Venezuela","Romance",120
"Venezuela","Sci-Fi",14
"Venezuela","Short",1
"Venezuela","Sport",9
"Venezuela","Talk-Show",7
"Venezuela","Thriller",82
"Venezuela","War",5
"Vietnam","Action",267
"Vietnam","Adult",2
"Vietnam","Adventure",144
"Vietnam","Animation",22
"Vietnam","Biography",2
"Vietnam","Comedy",211
"Vietnam","Crime",103
"Vietnam","Documentary",6
"Vietnam","Drama",339
"Vietnam","Family",31
"Vietnam","Fantasy",49
"Vietnam","Game-Show",1
"Vietnam","History",13
"Vietnam","Horror",37
"Vietnam","Music",3
"Vietnam","Mystery",53
"Vietnam","Reality-TV",1
"Vietnam","Romance",142
"Vietnam","Sci-Fi",52
"Vietnam","Short",3
"Vietnam","Talk-Show",4
"Vietnam","Thriller",82
"Vietnam","War",6
